# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 16:17:17 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03354000 WHITE RIVER NEAR CENTERTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03354000
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#    02   00065     Gage height, feet
#    03   00045     Precipitation, total, inches
#    04   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd	02_00065	02_00065_cd	03_00045	03_00045_cd	04_00010	04_00010_cd
USGS	03354000	2014-10-03 00:45	EST	654	P	0.63	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 01:00	EST	654	P	0.63	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 01:15	EST	661	P	0.64	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 01:30	EST	654	P	0.63	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 01:45	EST	654	P	0.63	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 02:00	EST	661	P	0.64	P	0.00	P	21.6	P
USGS	03354000	2014-10-03 02:15	EST	661	P	0.64	P	0.00	P	21.5	P
USGS	03354000	2014-10-03 02:30	EST	661	P	0.64	P	0.01	P	21.5	P
USGS	03354000	2014-10-03 02:45	EST	661	P	0.64	P	0.01	P	21.5	P
USGS	03354000	2014-10-03 03:00	EST	661	P	0.64	P	0.01	P	21.5	P
USGS	03354000	2014-10-03 03:15	EST	661	P	0.64	P	0.00	P	21.5	P
USGS	03354000	2014-10-03 03:30	EST	661	P	0.64	P	0.03	P	21.5	P
USGS	03354000	2014-10-03 03:45	EST	668	P	0.65	P	0.03	P	21.4	P
USGS	03354000	2014-10-03 04:00	EST	668	P	0.65	P	0.02	P	21.4	P
USGS	03354000	2014-10-03 04:15	EST	668	P	0.65	P	0.01	P	21.4	P
USGS	03354000	2014-10-03 04:30	EST	674	P	0.66	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 04:45	EST	674	P	0.66	P	0.01	P	21.4	P
USGS	03354000	2014-10-03 05:00	EST	674	P	0.66	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 05:15	EST	674	P	0.66	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 05:30	EST	674	P	0.66	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 05:45	EST	674	P	0.66	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 06:00	EST	674	P	0.66	P	0.01	P	21.3	P
USGS	03354000	2014-10-03 06:15	EST	674	P	0.66	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 06:30	EST	674	P	0.66	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 06:45	EST	674	P	0.66	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 07:00	EST	681	P	0.67	P	0.01	P	21.2	P
USGS	03354000	2014-10-03 07:15	EST	681	P	0.67	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 07:30	EST	681	P	0.67	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 07:45	EST	681	P	0.67	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 08:00	EST	681	P	0.67	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 08:15	EST	681	P	0.67	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 08:30	EST	681	P	0.67	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 08:45	EST	681	P	0.67	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 09:00	EST	688	P	0.68	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 09:15	EST	688	P	0.68	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 09:30	EST	688	P	0.68	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 09:45	EST	688	P	0.68	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 10:00	EST	688	P	0.68	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 10:15	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 10:30	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 10:45	EST	694	P	0.69	P	0.01	P	21.0	P
USGS	03354000	2014-10-03 11:00	EST	688	P	0.68	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 11:15	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 11:30	EST	701	P	0.70	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 11:45	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 12:00	EST	701	P	0.70	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 12:15	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 12:30	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 12:45	EST	701	P	0.70	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 13:00	EST	701	P	0.70	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 13:15	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 13:30	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 13:45	EST	694	P	0.69	P	0.00	P	21.0	P
USGS	03354000	2014-10-03 14:00	EST	694	P	0.69	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 14:15	EST	694	P	0.69	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 14:30	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 14:45	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 15:00	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 15:15	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 15:30	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 15:45	EST	694	P	0.69	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 16:00	EST	688	P	0.68	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 16:15	EST	688	P	0.68	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 16:30	EST	694	P	0.69	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 16:45	EST	688	P	0.68	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 17:00	EST	688	P	0.68	P	0.00	P	21.4	P
USGS	03354000	2014-10-03 17:15	EST	694	P	0.69	P	0.00	P	21.3	P
USGS	03354000	2014-10-03 17:30	EST	688	P	0.68	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 17:45	EST	688	P	0.68	P	0.00	P	21.2	P
USGS	03354000	2014-10-03 18:00	EST	694	P	0.69	P	0.00	P	21.1	P
USGS	03354000	2014-10-03 18:15	EST	694	P	0.69	P	0.01	P	21.0	P
USGS	03354000	2014-10-03 18:30	EST	694	P	0.69	P	0.01	P	20.9	P
USGS	03354000	2014-10-03 18:45	EST	694	P	0.69	P	0.01	P	20.8	P
USGS	03354000	2014-10-03 19:00	EST	701	P	0.70	P	0.00	P	20.8	P
USGS	03354000	2014-10-03 19:15	EST	694	P	0.69	P	0.01	P	20.6	P
USGS	03354000	2014-10-03 19:30	EST	708	P	0.71	P	0.01	P	20.6	P
USGS	03354000	2014-10-03 19:45	EST	701	P	0.70	P	0.01	P	20.4	P
USGS	03354000	2014-10-03 20:00	EST	708	P	0.71	P	0.00	P	20.3	P
USGS	03354000	2014-10-03 20:15	EST	701	P	0.70	P	0.00	P	20.2	P
USGS	03354000	2014-10-03 20:30	EST	701	P	0.70	P	0.00	P	20.1	P
USGS	03354000	2014-10-03 20:45	EST	708	P	0.71	P	0.00	P	20.0	P
USGS	03354000	2014-10-03 21:00	EST	708	P	0.71	P	0.00	P	20.0	P
USGS	03354000	2014-10-03 21:15	EST	715	P	0.72	P	0.00	P	19.9	P
USGS	03354000	2014-10-03 21:30	EST	715	P	0.72	P	0.00	P	19.8	P
USGS	03354000	2014-10-03 21:45	EST	722	P	0.73	P	0.00	P	19.7	P
USGS	03354000	2014-10-03 22:00	EST	729	P	0.74	P	0.00	P	19.6	P
USGS	03354000	2014-10-03 22:15	EST	729	P	0.74	P	0.00	P	19.5	P
USGS	03354000	2014-10-03 22:30	EST	735	P	0.75	P	0.00	P	19.4	P
USGS	03354000	2014-10-03 22:45	EST	735	P	0.75	P	0.00	P	19.4	P
USGS	03354000	2014-10-03 23:00	EST	742	P	0.76	P	0.00	P	19.3	P
USGS	03354000	2014-10-03 23:15	EST	742	P	0.76	P	0.00	P	19.2	P
USGS	03354000	2014-10-03 23:30	EST	749	P	0.77	P	0.00	P	19.1	P
USGS	03354000	2014-10-03 23:45	EST	749	P	0.77	P	0.00	P	19.0	P
USGS	03354000	2014-10-04 00:00	EST	749	P	0.77	P	0.00	P	19.0	P
USGS	03354000	2014-10-04 00:15	EST	756	P	0.78	P	0.00	P	18.9	P
USGS	03354000	2014-10-04 00:30	EST	756	P	0.78	P	0.00	P	18.8	P
USGS	03354000	2014-10-04 00:45	EST	756	P	0.78	P	0.00	P	18.8	P
USGS	03354000	2014-10-04 01:00	EST	763	P	0.79	P	0.00	P	18.7	P
USGS	03354000	2014-10-04 01:15	EST	756	P	0.78	P	0.00	P	18.6	P
USGS	03354000	2014-10-04 01:30	EST	756	P	0.78	P	0.00	P	18.5	P
USGS	03354000	2014-10-04 01:45	EST	756	P	0.78	P	0.00	P	18.5	P
USGS	03354000	2014-10-04 02:00	EST	756	P	0.78	P	0.00	P	18.4	P
USGS	03354000	2014-10-04 02:15	EST	763	P	0.79	P	0.00	P	18.3	P
USGS	03354000	2014-10-04 02:30	EST	763	P	0.79	P	0.00	P	18.3	P
USGS	03354000	2014-10-04 02:45	EST	763	P	0.79	P	0.00	P	18.2	P
USGS	03354000	2014-10-04 03:00	EST	763	P	0.79	P	0.00	P	18.1	P
USGS	03354000	2014-10-04 03:15	EST	763	P	0.79	P	0.00	P	18.1	P
USGS	03354000	2014-10-04 03:30	EST	763	P	0.79	P	0.00	P	18.0	P
USGS	03354000	2014-10-04 03:45	EST	763	P	0.79	P	0.00	P	18.0	P
USGS	03354000	2014-10-04 04:00	EST	763	P	0.79	P	0.00	P	17.9	P
USGS	03354000	2014-10-04 04:15	EST	763	P	0.79	P	0.00	P	17.8	P
USGS	03354000	2014-10-04 04:30	EST	763	P	0.79	P	0.00	P	17.8	P
USGS	03354000	2014-10-04 04:45	EST	763	P	0.79	P	0.00	P	17.7	P
USGS	03354000	2014-10-04 05:00	EST	763	P	0.79	P	0.00	P	17.6	P
USGS	03354000	2014-10-04 05:15	EST	763	P	0.79	P	0.00	P	17.6	P
USGS	03354000	2014-10-04 05:30	EST	763	P	0.79	P	0.00	P	17.5	P
USGS	03354000	2014-10-04 05:45	EST	770	P	0.80	P	0.00	P	17.4	P
USGS	03354000	2014-10-04 06:00	EST	763	P	0.79	P	0.00	P	17.4	P
USGS	03354000	2014-10-04 06:15	EST	763	P	0.79	P	0.00	P	17.3	P
USGS	03354000	2014-10-04 06:30	EST	763	P	0.79	P	0.00	P	17.3	P
USGS	03354000	2014-10-04 06:45	EST	763	P	0.79	P	0.00	P	17.2	P
USGS	03354000	2014-10-04 07:00	EST	763	P	0.79	P	0.00	P	17.1	P
USGS	03354000	2014-10-04 07:15	EST	770	P	0.80	P	0.00	P	17.1	P
USGS	03354000	2014-10-04 07:30	EST	763	P	0.79	P	0.00	P	17.0	P
USGS	03354000	2014-10-04 07:45	EST	770	P	0.80	P	0.00	P	16.9	P
USGS	03354000	2014-10-04 08:00	EST	770	P	0.80	P	0.00	P	16.9	P
USGS	03354000	2014-10-04 08:15	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 08:30	EST	763	P	0.79	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 08:45	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 09:00	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 09:15	EST	770	P	0.80	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 09:30	EST	763	P	0.79	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 09:45	EST	778	P	0.81	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 10:00	EST	763	P	0.79	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 10:15	EST	778	P	0.81	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 10:30	EST	778	P	0.81	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 10:45	EST	770	P	0.80	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 11:00	EST	785	P	0.82	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 11:15	EST	770	P	0.80	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 11:30	EST	770	P	0.80	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 11:45	EST	778	P	0.81	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 12:00	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 12:15	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 12:30	EST	778	P	0.81	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 12:45	EST	763	P	0.79	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 13:00	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 13:15	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 13:30	EST	778	P	0.81	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 13:45	EST	763	P	0.79	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 14:00	EST	770	P	0.80	P	0.00	P	16.9	P
USGS	03354000	2014-10-04 14:15	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 14:30	EST	778	P	0.81	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 14:45	EST	778	P	0.81	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 15:00	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 15:15	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 15:30	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 15:45	EST	770	P	0.80	P	0.00	P	16.8	P
USGS	03354000	2014-10-04 16:00	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 16:15	EST	770	P	0.80	P	0.00	P	16.7	P
USGS	03354000	2014-10-04 16:30	EST	770	P	0.80	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 16:45	EST	763	P	0.79	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 17:00	EST	763	P	0.79	P	0.00	P	16.6	P
USGS	03354000	2014-10-04 17:15	EST	763	P	0.79	P	0.00	P	16.5	P
USGS	03354000	2014-10-04 17:30	EST	763	P	0.79	P	0.00	P	16.5	P
USGS	03354000	2014-10-04 17:45	EST	756	P	0.78	P	0.00	P	16.4	P
USGS	03354000	2014-10-04 18:00	EST	763	P	0.79	P	0.00	P	16.4	P
USGS	03354000	2014-10-04 18:15	EST	756	P	0.78	P	0.00	P	16.4	P
USGS	03354000	2014-10-04 18:30	EST	756	P	0.78	P	0.00	P	16.3	P
USGS	03354000	2014-10-04 18:45	EST	756	P	0.78	P	0.00	P	16.3	P
USGS	03354000	2014-10-04 19:00	EST	756	P	0.78	P	0.00	P	16.2	P
USGS	03354000	2014-10-04 19:15	EST	749	P	0.77	P	0.00	P	16.2	P
USGS	03354000	2014-10-04 19:30	EST	756	P	0.78	P	0.00	P	16.1	P
USGS	03354000	2014-10-04 19:45	EST	749	P	0.77	P	0.00	P	16.1	P
USGS	03354000	2014-10-04 20:00	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-04 20:15	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-04 20:30	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-04 20:45	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-04 21:00	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-04 21:15	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-04 21:30	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-04 21:45	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-04 22:00	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-04 22:15	EST	742	P	0.76	P	0.00	P	15.7	P
USGS	03354000	2014-10-04 22:30	EST	742	P	0.76	P	0.00	P	15.7	P
USGS	03354000	2014-10-04 22:45	EST	742	P	0.76	P	0.00	P	15.7	P
USGS	03354000	2014-10-04 23:00	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-04 23:15	EST	742	P	0.76	P	0.00	P	15.6	P
USGS	03354000	2014-10-04 23:30	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-04 23:45	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 00:00	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 00:15	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 00:30	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 00:45	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-05 01:00	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-05 01:15	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-05 01:30	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-05 01:45	EST	742	P	0.76	P	0.00	P	15.3	P
USGS	03354000	2014-10-05 02:00	EST	735	P	0.75	P	0.00	P	15.3	P
USGS	03354000	2014-10-05 02:15	EST	742	P	0.76	P	0.00	P	15.2	P
USGS	03354000	2014-10-05 02:30	EST	735	P	0.75	P	0.00	P	15.2	P
USGS	03354000	2014-10-05 02:45	EST	742	P	0.76	P	0.00	P	15.2	P
USGS	03354000	2014-10-05 03:00	EST	742	P	0.76	P	0.00	P	15.1	P
USGS	03354000	2014-10-05 03:15	EST	742	P	0.76	P	0.00	P	15.1	P
USGS	03354000	2014-10-05 03:30	EST	742	P	0.76	P	0.00	P	15.1	P
USGS	03354000	2014-10-05 03:45	EST	742	P	0.76	P	0.00	P	15.0	P
USGS	03354000	2014-10-05 04:00	EST	749	P	0.77	P	0.00	P	15.0	P
USGS	03354000	2014-10-05 04:15	EST	749	P	0.77	P	0.00	P	14.9	P
USGS	03354000	2014-10-05 04:30	EST	749	P	0.77	P	0.00	P	14.9	P
USGS	03354000	2014-10-05 04:45	EST	749	P	0.77	P	0.00	P	14.8	P
USGS	03354000	2014-10-05 05:00	EST	749	P	0.77	P	0.00	P	14.8	P
USGS	03354000	2014-10-05 05:15	EST	749	P	0.77	P	0.00	P	14.8	P
USGS	03354000	2014-10-05 05:30	EST	749	P	0.77	P	0.00	P	14.7	P
USGS	03354000	2014-10-05 05:45	EST	756	P	0.78	P	0.00	P	14.7	P
USGS	03354000	2014-10-05 06:00	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-05 06:15	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-05 06:30	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-05 06:45	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-05 07:00	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 07:15	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 07:30	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 07:45	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 08:00	EST	756	P	0.78	P	0.00	P	14.4	P
USGS	03354000	2014-10-05 08:15	EST	756	P	0.78	P	0.00	P	14.4	P
USGS	03354000	2014-10-05 08:30	EST	756	P	0.78	P	0.00	P	14.4	P
USGS	03354000	2014-10-05 08:45	EST	756	P	0.78	P	0.00	P	14.4	P
USGS	03354000	2014-10-05 09:00	EST	756	P	0.78	P	0.00	P	14.4	P
USGS	03354000	2014-10-05 09:15	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 09:30	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 09:45	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 10:00	EST	756	P	0.78	P	0.00	P	14.5	P
USGS	03354000	2014-10-05 10:15	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-05 10:30	EST	756	P	0.78	P	0.00	P	14.7	P
USGS	03354000	2014-10-05 10:45	EST	756	P	0.78	P	0.00	P	14.8	P
USGS	03354000	2014-10-05 11:00	EST	749	P	0.77	P	0.00	P	14.8	P
USGS	03354000	2014-10-05 11:15	EST	756	P	0.78	P	0.00	P	14.9	P
USGS	03354000	2014-10-05 11:30	EST	756	P	0.78	P	0.00	P	15.0	P
USGS	03354000	2014-10-05 11:45	EST	756	P	0.78	P	0.00	P	15.1	P
USGS	03354000	2014-10-05 12:00	EST	749	P	0.77	P	0.00	P	15.2	P
USGS	03354000	2014-10-05 12:15	EST	749	P	0.77	P	0.00	P	15.3	P
USGS	03354000	2014-10-05 12:30	EST	749	P	0.77	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 12:45	EST	749	P	0.77	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 13:00	EST	749	P	0.77	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 13:15	EST	749	P	0.77	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 13:30	EST	756	P	0.78	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 13:45	EST	742	P	0.76	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 14:00	EST	749	P	0.77	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 14:15	EST	749	P	0.77	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 14:30	EST	756	P	0.78	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 14:45	EST	749	P	0.77	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 15:00	EST	749	P	0.77	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 15:15	EST	749	P	0.77	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 15:30	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 15:45	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 16:00	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 16:15	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 16:30	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 16:45	EST	749	P	0.77	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 17:00	EST	742	P	0.76	P	0.00	P	16.0	P
USGS	03354000	2014-10-05 17:15	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 17:30	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 17:45	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 18:00	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 18:15	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 18:30	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 18:45	EST	742	P	0.76	P	0.00	P	15.9	P
USGS	03354000	2014-10-05 19:00	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 19:15	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 19:30	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 19:45	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 20:00	EST	742	P	0.76	P	0.00	P	15.8	P
USGS	03354000	2014-10-05 20:15	EST	735	P	0.75	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 20:30	EST	735	P	0.75	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 20:45	EST	735	P	0.75	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 21:00	EST	735	P	0.75	P	0.00	P	15.7	P
USGS	03354000	2014-10-05 21:15	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 21:30	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 21:45	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 22:00	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 22:15	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 22:30	EST	735	P	0.75	P	0.00	P	15.6	P
USGS	03354000	2014-10-05 22:45	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 23:00	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 23:15	EST	735	P	0.75	P	0.00	P	15.5	P
USGS	03354000	2014-10-05 23:30	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-05 23:45	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-06 00:00	EST	729	P	0.74	P	0.00	P	15.4	P
USGS	03354000	2014-10-06 00:15	EST	735	P	0.75	P	0.00	P	15.4	P
USGS	03354000	2014-10-06 00:30	EST	729	P	0.74	P	0.00	P	15.3	P
USGS	03354000	2014-10-06 00:45	EST	729	P	0.74	P	0.00	P	15.3	P
USGS	03354000	2014-10-06 01:00	EST	729	P	0.74	P	0.00	P	15.3	P
USGS	03354000	2014-10-06 01:15	EST	729	P	0.74	P	0.00	P	15.2	P
USGS	03354000	2014-10-06 01:30	EST	729	P	0.74	P	0.00	P	15.2	P
USGS	03354000	2014-10-06 01:45	EST	735	P	0.75	P	0.00	P	15.2	P
USGS	03354000	2014-10-06 02:00	EST	735	P	0.75	P	0.00	P	15.1	P
USGS	03354000	2014-10-06 02:15	EST	735	P	0.75	P	0.00	P	15.1	P
USGS	03354000	2014-10-06 02:30	EST	735	P	0.75	P	0.00	P	15.1	P
USGS	03354000	2014-10-06 02:45	EST	735	P	0.75	P	0.00	P	15.0	P
USGS	03354000	2014-10-06 03:00	EST	735	P	0.75	P	0.00	P	15.0	P
USGS	03354000	2014-10-06 03:15	EST	735	P	0.75	P	0.00	P	14.9	P
USGS	03354000	2014-10-06 03:30	EST	735	P	0.75	P	0.00	P	14.9	P
USGS	03354000	2014-10-06 03:45	EST	735	P	0.75	P	0.00	P	14.9	P
USGS	03354000	2014-10-06 04:00	EST	735	P	0.75	P	0.00	P	14.8	P
USGS	03354000	2014-10-06 04:15	EST	735	P	0.75	P	0.00	P	14.8	P
USGS	03354000	2014-10-06 04:30	EST	742	P	0.76	P	0.00	P	14.8	P
USGS	03354000	2014-10-06 04:45	EST	742	P	0.76	P	0.00	P	14.7	P
